,latitude,longitude,elevation,radiation_db,meteo_db,year_min,year_max,use_horizon,horizon_db,slope_value,slope_optimal,azimuth_value,azimuth_optimal,type,technology,peak_power,system_loss,system_cost,interest,lifetime,month,E_d,E_m,H(i)_d,H(i)_m,SD_m
75,12.949951252187612,78.32495125218762,1150.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,51.410951252187616,False,69.41095125218762,False,free-standing,CdTe,8.750951252187612,11.410951252187612,37.04095125218761,9.410951252187612,11.410951252187612,4,29.47,884.12,4.92,147.53,76.26
76,12.582523534119085,77.95752353411909,1150.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,51.04352353411909,False,69.04352353411909,False,free-standing,CdTe,8.383523534119085,11.043523534119085,36.67352353411909,9.043523534119085,11.043523534119085,5,25.7,796.76,4.31,133.5,56.34
77,12.389496324767066,77.76449632476707,1150.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,50.850496324767064,False,68.85049632476706,False,free-standing,CdTe,8.190496324767066,10.850496324767066,36.48049632476707,8.850496324767066,10.850496324767066,6,20.72,621.55,3.44,103.11,63.54
78,12.58488038826775,77.95988038826775,1150.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,51.045880388267754,False,69.04588038826775,False,free-standing,CdTe,8.38588038826775,11.04588038826775,36.67588038826776,9.04588038826775,11.04588038826775,7,20.68,641.04,3.4,105.51,75.66
79,11.545215542699554,76.92021554269955,1150.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,50.00621554269955,False,68.00621554269955,False,free-standing,CdTe,7.346215542699554,10.006215542699554,35.63621554269955,8.006215542699554,10.006215542699554,8,21.94,679.99,3.63,112.48,69.83
80,12.429164056081245,77.80416405608125,1150.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,50.89016405608125,False,68.89016405608125,False,free-standing,CdTe,8.230164056081243,10.890164056081243,36.52016405608125,8.890164056081243,10.890164056081243,9,22.73,681.84,3.73,111.93,57.91
81,12.717556285755872,78.09255628575588,1150.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,51.178556285755874,False,69.17855628575587,False,free-standing,CdTe,8.518556285755873,11.178556285755873,36.80855628575588,9.178556285755873,11.178556285755873,10,23.8,737.82,3.9,120.84,104.48
82,13.277947022370757,78.65294702237075,1150.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,51.73894702237076,False,69.73894702237075,False,free-standing,CdTe,9.078947022370759,11.738947022370759,37.36894702237076,9.738947022370759,11.738947022370759,11,24.99,749.82,4.09,122.71,150.97
83,12.279864890863177,77.65486489086318,1150.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,50.74086489086318,False,68.74086489086318,False,free-standing,CdTe,8.080864890863175,10.740864890863175,36.37086489086318,8.740864890863175,10.740864890863175,12,27.99,867.63,4.6,142.52,124.55
84,12.875753198553406,80.59375319855342,6.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,57.5957531985534,False,38.5957531985534,False,free-standing,c-Si,9.485753198553407,12.595753198553407,41.9557531985534,10.595753198553407,25.595753198553407,1,44.17,1369.27,6.31,195.59,41.74
85,13.029121478207731,80.74712147820773,6.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,57.749121478207734,False,38.749121478207734,False,free-standing,c-Si,9.639121478207732,12.749121478207732,42.10912147820773,10.749121478207732,25.749121478207734,2,44.63,1249.53,6.44,180.26,44.18
86,13.737701058851037,81.45570105885105,6.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,58.457701058851036,False,39.457701058851036,False,free-standing,c-Si,10.347701058851037,13.457701058851036,42.817701058851036,11.457701058851036,26.457701058851036,3,39.91,1237.08,5.81,180.14,60.38
87,13.444375554829842,81.16237555482985,6.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,58.164375554829846,False,39.164375554829846,False,free-standing,c-Si,10.054375554829843,13.164375554829842,42.524375554829845,11.164375554829842,26.164375554829842,4,33.21,996.24,4.89,146.66,44.79
88,13.01511989811648,80.73311989811648,6.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,57.73511989811648,False,38.73511989811648,False,free-standing,c-Si,9.62511989811648,12.73511989811648,42.09511989811648,10.73511989811648,25.73511989811648,5,26.86,832.76,3.99,123.78,40.22
89,13.536633716556677,81.25463371655668,6.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,58.25663371655668,False,39.25663371655668,False,free-standing,c-Si,10.146633716556678,13.256633716556678,42.61663371655668,11.256633716556678,26.256633716556678,6,22.83,685.01,3.43,102.99,38.77
90,13.32853877467402,81.04653877467402,6.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,58.04853877467402,False,39.04853877467402,False,free-standing,c-Si,9.93853877467402,13.04853877467402,42.40853877467402,11.04853877467402,26.04853877467402,7,23.44,726.61,3.48,107.89,36.77
91,13.764322495266445,81.48232249526644,6.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,58.48432249526645,False,39.48432249526645,False,free-standing,c-Si,10.374322495266446,13.484322495266445,42.84432249526645,11.484322495266445,26.484322495266444,8,26.36,817.27,3.88,120.39,32.29
92,12.928973453061323,80.64697345306134,6.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,57.64897345306132,False,38.64897345306132,False,free-standing,c-Si,9.538973453061324,12.648973453061323,42.00897345306132,10.648973453061323,25.648973453061323,9,30.14,904.2,4.41,132.3,49.49
93,13.116168926701116,80.83416892670112,6.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,57.83616892670111,False,38.83616892670111,False,free-standing,c-Si,9.726168926701117,12.836168926701117,42.19616892670111,10.836168926701117,25.836168926701117,10,31.73,983.57,4.67,144.77,81.92
